,id,permalink,username,text,date,parola_cercata,location,area,citta,raggio
0,1377026965966888963,https://twitter.com/Flamingo_eu/status/1377026965966888963,Flamingo_eu,ONLY FOR YOU https://t.co/nQdcOscj1K,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
1,1377026932659871744,https://twitter.com/Flamingo_eu/status/1377026932659871744,Flamingo_eu,ONLY FOR YOU https://t.co/nzfIKyodne,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
2,1377019638899482624,https://twitter.com/Flamingo_eu/status/1377019638899482624,Flamingo_eu,ONLY FOR YOU https://t.co/Rhriod2E8r,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
3,1377008269215027215,https://twitter.com/jmorteb/status/1377008269215027215,jmorteb,"EU’s moral dilemma in the Sahel 

https://t.co/sZwZpPcrqX",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
4,1376995075524337666,https://twitter.com/laputamaquineta/status/1376995075524337666,laputamaquineta,EU Science Hub | The European Commission's science and knowledge service https://t.co/VO820e4B12 vía @EU_Commission,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
5,1376986611070689282,https://twitter.com/LOVESOULSHARE/status/1376986611070689282,LOVESOULSHARE,'Lack of perspective': why Ursula von der Leyen's EU vaccine strategy is failing https://t.co/CXTXaBsScu,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
6,1376982841825837067,https://twitter.com/darkflxme_eu/status/1376982841825837067,darkflxme_eu,business is boomin https://t.co/wu1up51Yrk,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
7,1376975672225185802,https://twitter.com/SDiaso/status/1376975672225185802,SDiaso,"The same way the British fought to leave the EU, is the same way we shall fight to leave the ZOO🇳🇬..
@MaziNnamdiKanu 
30/03/2021",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
8,1376974451464675330,https://twitter.com/SDiaso/status/1376974451464675330,SDiaso,"Ask British ambassador, Why did you British people hold a Referendum to leave the EU?
@MaziNnamdiKanu 
30/03/2021",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
9,1376969701604081666,https://twitter.com/SDiaso/status/1376969701604081666,SDiaso,"""If DIVERSITY is so wonderful, why did @10DowningStreet @GOVUK @CatrionaLaing1 @BorisJohnson support the dismantling of USSR &amp; Yugoslavia? Why did the UK #Brexit  leave #EU""?
@MaziNnamdiKanu
30/3/2021",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
10,1376958166974533638,https://twitter.com/Vzquez12Del/status/1376958166974533638,Vzquez12Del,Renewables auctions alone insufficient to meet EU net-zero goals https://t.co/ssuozAw9gg,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
11,1376955572940062722,https://twitter.com/camilo_pmo/status/1376955572940062722,camilo_pmo,UNWTO Welcomes EU Support and Urges Europe to Lead the Way in Tourism’s Restart https://t.co/mTyCQNm5a0 #tourism #Restarting,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
12,1376955337190834185,https://twitter.com/CarmenSanCarlos/status/1376955337190834185,CarmenSanCarlos,"Told you so... #Spain has chosen a #communist complete with hammer and sickle.... to lead the 2030 Agenda.

@vonderleyen @EP_President @EUCouncil @UN #Agenda2030 @EU_EESC
 @EESC_President @EU_Commission 👇

I thought the European Parlament had prohibited communism and nazism? https://t.co/sUXGF89owI",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
13,1376952244936015874,https://twitter.com/rab2024/status/1376952244936015874,rab2024,As a Brit living in Spain the really odd and slightly scary thing is no one dares challenge these EU governments making crazy decisions. I still don’t really understand the motive for not rolling out the vaccines..... https://t.co/j044KDxu7T,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
14,1376946798212829198,https://twitter.com/AlexPriante/status/1376946798212829198,AlexPriante,"A true honour to be part of this historic moment. The relations between @unwto and @EU_Commission have never been so solid and consistent. Rooted to #pragmatism, which is what we need now if we are to #RestartTourism #StrongerTogether @MargSchinas, you are a true leader! 🇪🇺🇺🇳🇬🇷 https://t.co/04j1EglcYp",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
15,1376943179228971012,https://twitter.com/Flamingo_eu/status/1376943179228971012,Flamingo_eu,ONLY FOR YOU https://t.co/NsbRVisMcy,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
16,1376935840836939782,https://twitter.com/Flamingo_eu/status/1376935840836939782,Flamingo_eu,ONLY FOR YOU https://t.co/ugIRzAkUfF,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
17,1376934303393792005,https://twitter.com/SDiaso/status/1376934303393792005,SDiaso,"EU never unleashed her Military on UK when they wanted out of EU, rather a Referendum was organized, which gave UK legal right to exit EU. Today @UKinNigeria is about unleashing @BritishArmy @HQNigerianArmy on Biafrans for wanting out of the British CURSED creation Nigeria🇳🇬..",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
18,1376929578111893510,https://twitter.com/RalSnchezPrieto/status/1376929578111893510,RalSnchezPrieto,Only if we could watch the documentary in the EU... https://t.co/BOjGZYgl15,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
19,1376926186761289732,https://twitter.com/Flamingo_eu/status/1376926186761289732,Flamingo_eu,ONLY FOR YOU https://t.co/k6AEeY9x9e,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
20,1376924820009533448,https://twitter.com/jamesanglosaxon/status/1376924820009533448,jamesanglosaxon,"If there is one issue that will stop Boris from being a second term PM, it will be  abject failure to do anything about boat people coming from France, a 'safe' country. We have paid millions to France to deal with this, now we are being paid back for daring to leave the EU!

i",2021-03-30,EU,EU-Ovest,EU,Madrid,300km
21,1376918906418397184,https://twitter.com/Flamingo_eu/status/1376918906418397184,Flamingo_eu,ONLY FOR YOU https://t.co/qY8ebwX0iB,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
22,1376917009665908736,https://twitter.com/PavelNosok/status/1376917009665908736,PavelNosok,Milan-based Everli secures €85.2 million to accelerate EU expansion of its online grocery marketplace https://t.co/qQHSwcAzTi,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
23,1376913103011540992,https://twitter.com/xRush_EU/status/1376913103011540992,xRush_EU,Can someone explain? https://t.co/KRMxq6XnEb,2021-03-30,EU,EU-Ovest,EU,Madrid,300km
